replica_id,f_dps,source_metadata
302,0.197999535127,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_030/attempt_000302/metadata.txt
303,0.130926841424,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_030/attempt_000303/metadata.txt
304,0.145207515709,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_030/attempt_000304/metadata.txt
310,0.15359041814,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_031/attempt_000310/metadata.txt
311,0.141919816287,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_031/attempt_000311/metadata.txt
312,0.140746663743,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_031/attempt_000312/metadata.txt
313,0.102760349776,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_031/attempt_000313/metadata.txt
314,0.173701605315,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_031/attempt_000314/metadata.txt
320,0.0887837257665,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_032/attempt_000320/metadata.txt
321,0.256555853807,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_032/attempt_000321/metadata.txt
322,0.21809544003,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_032/attempt_000322/metadata.txt
323,0.161595713755,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_032/attempt_000323/metadata.txt
324,0.0645342459334,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_032/attempt_000324/metadata.txt
330,0.134845697523,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_033/attempt_000330/metadata.txt
331,0.0472737081543,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_033/attempt_000331/metadata.txt
332,0.234855812079,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_033/attempt_000332/metadata.txt
333,0.126513345815,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_033/attempt_000333/metadata.txt
334,0.381175859734,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_033/attempt_000334/metadata.txt
340,0.23349607023,tests/atlas_data_driven_sps/results/route9p3_global_calibrated_allpairs/bootstrap_fixed500_global_nominal_v1/job_034/attempt_000340/metadata.txt
